PREDICATION_ID,PMID,PREDICATE,INDICATOR_TYPE,PREDICATE_START_INDEX,PREDICATE_END_INDEX,SUBJECT_TEXT,SUBJECT_SEMTYPE,SUBJECT_START_INDEX,SUBJECT_END_INDEX,SUBJECT_SCORE,SUBJECT_DIST,SUBJECT_MAXDIST,SUBJECT_CUI,SUBJECT_NOVELTY,OBJECT_TEXT,OBJECT_SEMTYPE,OBJECT_START_INDEX,OBJECT_END_INDEX,OBJECT_SCORE,OBJECT_DIST,OBJECT_MAXDIST,OBJECT_CUI,OBJECT_NOVELTY,TYPE,SENTENCE,LABEL
P4149,1534324,INHIBITS,ADJ,1091,1098,Val,aapp,1068,1071,1000,2,7,C0042285,1,Asp,aapp,1131,1134,888,1,1,C0085845|434|443|718|9474|29974|83853|259266,1,ab,"Replacement by site-specific mutagenesis of each of the Asp residues by Tyr, of       Glu by Val, and of Lys by Met reduced FhuA activity but less than the Asp       deletion did.",n
P4150,2275122,INHIBITS,ADJ,380,389,threonine,aapp,366,375,1000,1,9,C0040005,1,methionine,aapp,425,435,1000,1,5,C0025646,1,ab,"Absolute starvation during 2 days induces increased levels of taurine,       phosphoethanolamine, ethanolamine, glycine, serine, threonine and decreased       levels of aspartate, lysine, methionine and cystine in the rat liver.",n
P4151,12269723,INTERACTS_WITH,NOM,146,152,interleukin-2,aapp,221,234,901,4,6,C0021756,1,melatonin,horm,156,165,1000,1,6,C0025219,1,ti,"Effect of melatonin and electroacupuncture (EA) on NK cell activity,       interleukin-2 production and POMC-derived peptides in traumatic rats.",y
P4152,13204366,STIMULATES,NOM,154,164,trypsin,aapp,190,197,1000,2,2,C0041236,1,plasminogen,gngm,175,186,888,1,2,C0032140|5340,1,ti,Activation of bovine plasminogen by trypsin.,y
P4153,8900189,INTERACTS_WITH,VERB,1116,1130,v-Src,aapp,1134,1139,1000,1,5,C0029009|6714,1,tyrosine,aapp,1101,1109,1000,1,2,C0041485,1,ab,"SMAP was tyrosine       phosphorylated by v-Src, and this phosphorylation reduced the affinity of SMAP       for Smg GDS.",y
P4154,7507104,STIMULATES,VERB,1138,1148,MAPK,aapp,1108,1112,988,2,5,C0169101,1,aFGF,gngm,1160,1164,853,1,1,C0016026,1,ab,One major and one minor peak of MAPK       kinase (MAPKK) was stimulated by ET-1 or aFGF.,n
P4155,3350857,INHIBITS,VERB,2670,2677,matrigel,aapp,2657,2665,1000,1,2,C0065749,1,collagen,aapp,2700,2708,888,1,3,C0009325,1,ab,"We conclude that hepatocytes cultured on matrigel, as opposed to the       standard collagen, exhibit remarkably enhanced expression of many liver-specific       functions.",n
P4156,1646742,INTERACTS_WITH,NOM,766,775,vitamin D3,phsu,610,620,1000,9,9,C0008318,1,calbindin,aapp,756,765,888,0,9,C0054444,1,ab,"In vitamin D3- or 1,25-dihydroxyvitamin D3       (1,25-(OH)2D3)-fed quail, onset of egg production induced duodenal and ESG       calbindin mRNA and calbindin synthesis.",n
P4157,2056121,INHIBITS,NOM,313,324,leucine,aapp,420,427,901,4,9,C0023401,1,amino       acid,aapp,335,351,888,1,9,C0002520,1,ab,"To investigate the mechanism(s) of insulin-induced suppression of plasma amino       acid concentration and release, we studied forearm as well as whole-body leucine       and phenylalanine uptake and release during a peripheral insulin infusion in       postabsorptive normal subjects using isotope-dilution methods.",n
P4158,7681811,INTERACTS_WITH,NOM,1365,1372,IGF-II,aapp,1514,1520,901,5,5,C0021666,1,IGF-I,aapp,1390,1395,813,1,5,C0021665,1,ab,Specific binding of 125I-labelled IGF-I to rabbit       adipocyte precursor cells was more effectively inhibited by unlabelled IGF-I than       by unlabelled IGF-II or insulin.,y
P4159,8770789,INTERACTS_WITH,NOM,299,308,L-Arginine,aapp,269,279,1000,1,1,C0003765,1,nitric oxide (NO) synthase,aapp,313,339,1000,1,6,C0132555,1,ab,"L-Arginine (L-Arg), that is a substrate for nitric oxide (NO) synthase,       stimulates the release of pancreatic islet hormones but the mechanism of this       stimulation is unknown.",y
P4160,3975901,INTERACTS_WITH,NOM,172,179,ethanol,orch,244,251,1000,2,7,C0001962,1,toluene,orch,191,198,888,1,7,C0040383,1,ti,"Acute motor and lethal effects of inhaled toluene, 1,1,1-trichloroethane,       halothane, and ethanol in mice: effects of exposure duration.",n
P4161,3119476,INTERACTS_WITH,ADJ,209,217,ethanol,orch,184,191,1000,1,4,C0001962,1,aflatoxin B1,orch,288,300,1000,2,3,C0085180,1,ti,"Effect of (+)-catechin, dimethyl sulfoxide and ethanol on the microsome-mediated       metabolism of two hepatocarcinogens, N-nitrosodimethylamine and aflatoxin B1.",y
P4162,1944614,STIMULATES,ADJ,1266,1273,ethanol,orch,1258,1265,851,4,5,C0001962,1,pertussis toxin,gngm,1349,1364,1000,3,5,C0020731,1,ab,Neither the behavioral effect of pertussis holotoxin in the holeboard nor its       effects on reversing medetomidine hypolocomotion or ethanol-induced ataxia were       seen following administration of the binding oligomer of pertussis toxin which       binds to the cell membrane but does not possess the enzymatically active subunit.,n
P4163,6142886,INHIBITS,NOM,2053,2063,glutamate,aapp,2018,2027,851,1,9,C0220839,1,glutamine synthetase,aapp,2067,2087,1000,1,4,C0017801,1,ab,"Selective inhibition of the       glutamine-dependent activity of the carbamoyl phosphate synthetase in the       isolated mitochondria completely inhibits the ability of the mitochondria to       synthesize citrulline from glutamine or from ammonia plus glutamate, whereas       selective inhibition of glutamine synthetase inhibits citrulline synthesis from       ammonia plus glutamate, but not from glutamine.",n
P4164,8980756,INTERACTS_WITH,NOM,745,755,Lys,aapp,950,953,775,10,16,C0024337,1,LY191145,aapp,760,768,1000,1,16,C0386898,1,ab,"Examination of ligand binding affinities for LY191145 and the effects       of this agent on R39 D,D-carboxypeptidase action showed that, similar to       vancomycin, LY191145 had an 800-fold greater affinity for       N,N'-diacetyl-L-Lys-D-Ala-D-Ala than for N,N'-diacetyl-L-Lys-D-Ala-D-Lac.",n
P4165,9186480,STIMULATES,VERB,2195,2205,TGF-beta,aapp,2160,2168,928,2,10,C0040690,1,proteoglycans,gngm,2246,2259,901,2,3,C0033692,1,ab,"The experiments of this study support a hypothesis suggesting that one       aspect of the response of cells in fetal tendon to compressive load is increased       TGF-beta synthesis which, in turn, stimulates synthesis of extracellular matrix       proteoglycans and leads toward fibrocartilage formation.",y
P4166,2818843,INHIBITS,COMPLEX,453,470,ethanol,orch,537,544,888,0,0,C0001962,1,CCK,gngm,474,477,1000,0,0,C0008328|885,1,ab,"To assess the temporal specificity of the       inhibitory effect of CCK on alcohol intake, water-deprived rats were given 5%       ethanol at 20, 10 or 0 min after intraperitoneal injections of CCK octapeptide.",n
P4167,573102,STIMULATES,NOM,1028,1037,immunoglobulins,aapp,981,996,1000,1,2,C0021027,1,IgA,gngm,1057,1060,1000,1,4,973,1,ab,"Immunodiffusion analyses for       immunoglobulins in lung lavage fluid indicated increases of IgG1, IgG2, and IgA       in lung secretions.",n
P4168,2107873,INTERACTS_WITH,NOM,416,425,dopachrome,orch,434,444,888,1,13,C0058688,1,tyrosine,aapp,407,415,888,0,1,C0041485,1,ab,"Monitoring of tyrosine oxidation by both dopachrome formation and oxygen       consumption showed that ferrous ions at micromolar concentrations induce a marked       enzymatic activity with 0.01 U/ml of highly purified tyrosinase, whereas no       detectable reaction occurs in the absence of metal over a sufficiently prolonged       period of time.",y
P4169,6545072,INTERACTS_WITH,NOM,1466,1475,glutathione,aapp,1428,1439,888,1,2,C0017817,1,cholesterol 7 alpha-hydroxylase,aapp,1499,1530,1000,2,2,C0008396,1,ab,These results suggest that hepatic glutathione may be an important       modulator of in vivo activity of cholesterol 7 alpha-hydroxylase.,y
P4170,9165048,INTERACTS_WITH,NOM,1583,1587,tyrosines,aapp,1597,1606,966,1,14,C0041485,1,IGF-I       receptor,aapp,1610,1630,916,2,14,C0140080,1,ab,"To further characterize the role of these tyrosines in IGF-I       receptor function, we have used three distinct approaches to examine the ras/MAP       kinase pathway in IGF-I-induced mitogenesis and tumorigenesis in NIH-3T3 cells       overexpressing wild-type and mutated IGF-I receptors: 1) tyrosine phosphorylation       of the MAP kinases Erk-1 and -2; 2), mobility shifts indicative of MAP kinase       phosphorylation; and 3) in vitro MAP kinase activation.",y
P4171,7484423,INTERACTS_WITH,NOM,1031,1039,AT2,aapp,917,920,851,3,3,C0390423|186,1,peptidic,aapp,1067,1075,754,1,2,C0030956,1,ab,AT2 receptor populations also exhibit differing pharmacological       profiles particularly with respect to their affinity for peptidic and       non-peptidic ligands.,y
P4172,4146835,STIMULATES,ADJ,464,474,NADP-linked isocitrate dehydrogenases,aapp,334,371,777,4,4,C0027312,1,pyruvate,orch,528,536,1000,2,3,C0244104,1,ab,"Of the two NADP-linked isocitrate dehydrogenases in Acinetobacter lwoffi the       higher-molecular-weight form, isoenzyme-II, is reversibly stimulated sixfold by       low concentrations of glyoxylate or pyruvate.",n
P4173,6196378,INTERACTS_WITH,NOM,638,647,bleomycin,aapp,613,622,1000,1,3,C0005740,1,collagen,aapp,629,637,825,0,3,C0009325,1,ab,"However,       1-2 wk after intratracheal instillation of bleomycin, lung collagen synthesis       rates decline toward control values.",y
P4174,1812549,STIMULATES,VERB,223,230,cytokines,aapp,240,249,1000,1,3,C0079189,1,L-arginine,gngm,181,191,1000,2,4,C0003765,1,ti,Synthesis of nitric oxide from L-arginine: a recently discovered pathway induced       by cytokines with antitumour and antimicrobial activity.,y
P4175,7733282,STIMULATES,VERB,578,585,ethanol,orch,602,609,888,1,1,C0001962,1,Rpa,gngm,534,537,1000,2,4,6117,1,ab,Kainic acid (25 pg/30 nl) microinjected into the Rpa       inhibited by 65.8% gastric damage induced by intragastric ethanol (60%).,n
P4176,1577731,INTERACTS_WITH,NOM,153,160,dihydroxyvitamin D3,orch,215,234,901,2,4,C0766510,1,transforming growth factor beta,aapp,174,205,912,1,4,C0040690,1,ti,"Effects of combining transforming growth factor beta and 1,25-dihydroxyvitamin D3       on differentiation of a human osteosarcoma (MG-63).",n
P4177,6003,INHIBITS,VERB,1436,1445,arginine,aapp,1388,1396,1000,2,4,C0003765,1,cathepsin B1,aapp,1495,1507,1000,1,2,C0699919,1,ab,"Leupeptin, which is a structural analogue of arginine-containing       synthetic substrates, inhibited collagenolytic cathepsin as effectively as       cathepsin B1.",n
P4178,9462850,INTERACTS_WITH,NOM,1880,1889,glutathione peroxidase,aapp,1807,1829,1000,2,5,C0017822,1,melatonin,horm,1893,1902,1000,1,2,C0025219,1,ab,"The activities of neither       superoxide dismutase, hemoperoxidase/catalase, glutathione peroxidase, nor       haloperoxidase were enhanced under the influence of melatonin; glutathione       S-transferase activity increased only slightly.",n
P4179,8343539,INHIBITS,VERB,1576,1585,chloromercuribenzoate,orch,1603,1624,872,1,5,C0008247,1,lipase,gngm,1565,1571,1000,1,1,C0023764,1,ab,"The       lipase was inhibited by Hg2+, Ag2+, p-chloromercuribenzoate, diethylpyrocarbonate       and sodium dodecyl sulfate.",y
P4180,8617783,INHIBITS,ADJ,1216,1225,histidine,aapp,1188,1197,872,1,1,C0019602,1,thioredoxin,aapp,1417,1428,851,6,6,C0039938|7295,1,ab,"All of the       histidine mutants exhibited decreased thermal stability as compared with       wild-type thioredoxin; however, the introduction of an additional mutation, D26A,       increased their melting temperatures beyond that of wild-type thioredoxin.",n
P4181,7827005,STIMULATES,VERB,730,739,isoleucine,aapp,708,718,1000,2,13,C0022192,1,threonine,gngm,767,776,1000,1,5,C0040005,1,ab,"In the human, horse, pig and cow, the pattern of       amino acids changed between colostrum and mature milk: glutamate, proline,       methionine, isoleucine and lysine increased; cystine, glycine, serine, threonine       and alanine decreased.",n
P4182,4038705,INHIBITS,VERB,478,488,serum albumin,aapp,432,445,1000,3,5,C0036773,1,lipases,aapp,665,672,901,9,9,C0023764,1,ab,"When       beta-lactoglobulin A, melittin, serum albumin, myoglobin, and a protein       inhibiting lipase from soybean were preincubated with a dicaprin film at a       surface pressure of 35 dynes/cm, no activity was detected with horse pancreatic       or Rhizopus delemar lipases.",n
P4183,304425,STIMULATES,NOM,1027,1038,von Willebrand factor,aapp,1137,1158,875,5,6,C0015513,1,arginine,gngm,1018,1026,888,0,6,C0003765,1,ab,"With this dose, sufficient in       man for maintaining plasma growth hormone and insulin at fasting levels under       arginine stimulation, no abnormalities in platelet count, in ADP-induced platelet       aggregation and in plasma VIII von Willebrand factor, factor VIII procoagulant       activity and factor VIII related antigen levels were observed.",n
P4184,2823999,INTERACTS_WITH,NOM,1705,1712,benzodiazepine,orch,1716,1730,1000,1,3,C0005064,1,GABA's,aapp,1698,1704,872,0,1,C0016904,1,ab,The increased potentiation of GABA's effects by benzodiazepine       was greatest in neonatal animals.,y
P4185,2502388,STIMULATES,NOM,1090,1099,anticonvulsant,phsu,1165,1179,1000,3,3,C0003286,1,phenylalanine,gngm,1116,1129,901,1,3,C0031453,1,ab,In this primate model of epilepsy acute increases in plasma       phenylalanine concentration are neither pro- nor anticonvulsant.,n
P4186,6700942,INHIBITS,NOM,644,652,histones,aapp,602,610,827,1,4,C0019652,1,arginine,aapp,662,670,694,1,2,C0003765,1,ab,25% of testicular sperms       were characterized by abnormal chromatin structure and deficiency in       spermiospecific argininerich histones what might be related to a sharp decrease       in arginine content in blood plasma.,n
P4187,194596,INTERACTS_WITH,NOM,262,271,4-hydroxyproline,aapp,229,245,901,1,4,C0020388,1,3-hydroxyproline,aapp,275,291,1000,1,1,C0000412,1,ti,Separation of prolyl 3-hydroxylase and 4-hydroxylase activities and the       4-hydroxyproline requirement for synthesis of 3-hydroxyproline.,y
P4188,1317937,STIMULATES,ADJ,946,955,renin,aapp,917,922,1000,1,5,C0035100,1,ACE,gngm,1001,1004,851,1,20,C0022709,1,ab,These findings (i) support the suggestion that the 1-clip       2-kidney renovascular hypertensive rat represents a model of renin- and       angiotensin-dependent hypertension and that the increased vascular ACE activity       could play a role in the maintenance of hypertension (ii) provide new information       regarding the association of increased vascular ACE activity and hypertension in       the mineralocorticoid/salt treated hypertensive rats which may account for the       finding by others that captopril is effective in preventing the development of       hypertension in this low renin model of hypertension.,n
P4189,238504,INTERACTS_WITH,NOM,2192,2201,methylating,phsu,2286,2297,872,4,8,C0746574,1,caffeine,orch,2183,2191,888,0,1,C0006644,1,ab,"A good correlation between caffeine synthesis and shoot formation or growth of       tea seedlings was shown, suggesting that the methylating systems in caffeine       synthesis are closely associated with purine nucleotide and nucleic acid       metabolism in tea plants.",n
P4190,9136604,INTERACTS_WITH,VERB,1243,1248,immunoglobulin,aapp,1208,1222,1000,1,2,C0021027,1,lipase,aapp,1264,1270,1000,1,6,C0023764,1,ab,"To determine the isotypes of immunoglobulin (Ig) that was       bound to amylase and lipase in the patient's serum, we investigated the effect of       adding various anti-human Ig sera to the patient's serum.",y
P4191,23027,INTERACTS_WITH,INFER,598,645,thiamine,orch,588,596,1000,0,0,C0039840,1,TPP,orch,598,601,1000,0,0,C0039848,1,ab,"The active principle of       thiamine, TPP or cocarboxylase, is involved as a coenzyme of pyruvate       decarboxylase and of alphaketoglutarate decarboxylase in the ocidative       decarboxylation reactions of the Krebs cycle.",n
P4192,465879,STIMULATES,ADJ,1863,1873,alcohols,orch,1753,1761,888,4,65,C0001975,1,anaesthetic,phsu,1963,1974,1000,4,7,C0002932,1,ab,"1 This study sought to investigate the report by Ginsberg (1978) that 0.7 M       ethanol brought about a + 100 mV change (DeltaDeltaV) in the surface potential of       glyceryl monooleate (GMO) monolayers formed on KCl, although he predicted that a       DeltaDeltaV of -10 mV should have been found.2 The effect of general anaesthetics       such as n-alkyl alcohols and pentobarbitone on surface potential (DeltaV) and       surface tension (gamma) of lipid monolayers formed on 145 mM KCl from either       glyceryl monooleate (GMO) or phosphatidyl choline (PC) was examined with an       Americium-241 air electrode assembly (DeltaV) and a platinized platinum dipping       plate and force balance (gamma).3 It was found that, as predicted by Ginsberg       (1978), addition of 0.7 M ethanol to the aqueous phase bathing either PC or GMO       monolayers brings about a negative-going change in interfacial potential       (DeltaDeltaV).4 The magnitude of DeltaDeltaV is dependent in a linear ",n
P4193,2402177,INHIBITS,VERB,1182,1188,Pantethine,orch,1160,1170,1000,1,1,C0070034,1,vasopressin,gngm,1202,1213,694,1,4,C0003779,1,ab,Pantethine may act to reduce oxytocin and vasopressin content through       intracellular conversion to cysteamine.,y
P4194,16666805,INHIBITS,VERB,390,400,polygalacturonase,aapp,372,389,851,1,3,C0032491,1,protein,aapp,407,414,1000,1,5,C0033684,1,ab,This paper describes the effect of a plant-derived polygalacturonase-inhibiting       protein (PGIP) on the activity of endopolygalacturonases isolated from fungi.,n
P4195,3647757,INTERACTS_WITH,NOM,1100,1109,superoxide dismutase,aapp,1186,1206,901,4,8,C0038838,1,pyridine nucleotide,nnon,1120,1139,901,1,8,C0597331,1,ab,"Vanadate-dependent       oxidation of either pyridine nucleotide was inhibited by the addition of either       superoxide dismutase or catalase, indicating that both superoxide and hydrogen       peroxide may be intermediates in the process.",y
P4196,6753924,INTERACTS_WITH,VERB,1244,1251,alcohol,orch,1222,1229,861,1,4,C0001962,1,enzyme       NADH complex,aapp,1259,1284,901,1,7,C0026741,1,ab,Careful measurements of the       exchange kinetics of the fluorinated alcohol or amide when binding to the enzyme       NADH complex using NMR techniques showed that a single lifetime describes the       exchange of ligands from both subunits of the protein.,y
P4197,8293789,INTERACTS_WITH,NOM,395,407,enzymes,orch,408,415,754,3,5,C0014442,1,drug-,phsu,390,395,754,0,5,C0013227,0,ab,"We characterized the inducing effects of two musk analogues, musk xylene and musk       ambrette, on phase I and phase II drug-metabolizing enzymes in rat liver and       compared their effects with 3-methylcholanthrene, isosafrole and       2(3)-tertbutylhydroxyanisole (BHA) at 0.1 mmol/kg dose level.",y
P4198,1333850,STIMULATES,VERB,1073,1083,TGF-beta,aapp,1064,1072,1000,1,1,C0040690,1,IL-1Ra,gngm,1101,1107,1000,2,2,C0245109,1,ab,"Also, TGF-beta stimulates secretion of the IL-1Ra.",y
P4199,8408032,INTERACTS_WITH,NOM,1224,1231,IGF-1,aapp,1241,1246,1000,1,5,C0021665,1,receptor,aapp,1254,1262,1000,2,5,C0597357,1,ab,The binding of       IGF-1 to its receptor on intact cells was unaffected by ethanol.,y
P4200,14026849,INTERACTS_WITH,NOM,142,148,methionine,aapp,152,162,1000,3,5,C0025646,1,cephalosporin C,antb,202,217,901,4,5,C0055075,1,ti,"Effect of methionine, norleucine, and lysine derivatives on cephalosporin C       formation in chemically defined media.",y
P4201,427206,INTERACTS_WITH,NOM,1085,1092,alpha1,aapp,1018,1024,1000,1,4,146,1,trypsin,aapp,1077,1084,787,0,4,C0041236,1,ab,"Binding was also demonstrated to alpha1- and       beta1-lipoproteins, albumin and to a non trypsin binding unidentified plasma       protein.",n
P4202,4718457,INTERACTS_WITH,NOM,161,170,threonine,aapp,212,221,773,2,6,C0040005,1,arginine-vasopressin,aapp,273,293,1000,3,6,C0003779,1,ti,Solid-phase synthesis and some pharmacological properties of 4-threonine analogs       of vasopressins and vasotocin and of arginine-vasopressin and arginine-vasotocin.,n
P4203,7656800,INTERACTS_WITH,NOM,280,287,alkaloids,orch,317,326,888,2,11,C0002062,1,drugs,phsu,301,306,861,1,11,C0013227,0,ab,"The effects of antitumor drugs of croton alkaloids (CA) extracted from croton,       and cisplatin on the structure of human erythrocyte membrane and bovine serum       albumin (BSA) were studied with the techniques of circular dichroism,       fluorescence spectroscopy and ultraviolet absorption.",n
P4204,8344438,INTERACTS_WITH,NOM,595,602,insulin-like       growth factor 1,aapp,646,680,1000,2,8,C0021665,1,c-fos,aapp,762,767,861,4,8,C0085301|2353,1,ab,"In the present study we have investigated in bovine adrenal       cells (BAC) the effects of basic fibroblast growth factor (b-FGF), insulin-like       growth factor 1 (IGF-I) and transforming growth factor beta (TGF-beta) on c-jun,       jun-B and c-fos mRNA levels and on cell growth and differentiation.",y
P4205,6606264,INHIBITS,NOM,692,700,hydroxyproline,aapp,648,662,1000,2,16,C0020388,1,Ca2,gngm,715,718,623,1,1,760,1,ab,"Experimental chronic kidney insufficiency (CKI; within 2-6 months) in rats, kept       on a diet containing 0.6% Ca2+ and 0.6% P was accompanied by distinct azotemia,       hyperphosphatemia, by a decrease in specific weight, in content of Ca2+, P and       hydroxyproline in diaphyses as well as by a decrease in epiphyseal Ca2+.",n
P4206,11314877,INTERACTS_WITH,NOM,270,276,medications,phsu,309,320,790,1,5,C0013227,0,melatonin,horm,324,333,1000,2,5,C0025219,1,ab,"Although several studies have investigated the impact of various antidepressant       medications on melatonin, there are no published reports addressing the effects       of electroconvulsive therapy (ECT).",y
P4207,12546418,INHIBITS,VERB,1048,1056,PF1163A,antb,999,1006,1000,2,3,C0912648,1,oxidase,gngm,1075,1082,742,1,1,C0242417,1,ab,"From       the results obtained here, we conclude that PF1163A is a novel natural antifungal       that inhibits C-4 sterol methyl oxidase.",y
P4208,6636208,INTERACTS_WITH,NOM,1205,1214,prednisolone,phsu,1125,1137,1000,3,5,C0032950,1,collagen,aapp,1196,1204,851,0,5,C0009325,1,ab,"Seven days after BHT, prednisolone increased both the rate and percentage of       pulmonary collagen synthesis.",y
P4209,3370207,INTERACTS_WITH,NOM,1277,1283,propionamide,orch,1250,1262,1000,1,8,C0072185,1,gly,aapp,1297,1300,827,1,1,C0017890,1,ab,"500 mosmolal urea also significantly increases the       reflection coefficient for ethylene glycol, sigma eth gly, from 0.71 +/- 0.03 in       control experiments to 0.86 +/- 0.04 (P less than 0.0005, t-test), and       propionamide has a similar effect on sigma eth gly.",n
P4210,8786851,INTERACTS_WITH,VERB,537,545,melatonin,horm,549,558,1000,1,3,C0025219,1,Testosterone,horm,505,517,888,1,1,C0039601,1,ab,Testosterone secretion was only affected by melatonin when cells       were stimulated with LH.,y
P4211,441519,INTERACTS_WITH,NOM,947,954,adenylate cyclase,aapp,1051,1068,824,5,6,C0001492,1,nicotinic acid,orch,958,972,1000,1,6,C0027996,1,ab,It is concluded that the       common metabolic effects of nicotinic acid and prostaglandin E1 are unlikely to       be mediated via the membrane-bound adenylate cyclase in human adipose tissue.,n
P4212,7040352,INHIBITS,VERB,651,660,o-phenanthroline,orch,670,686,1000,1,5,C0087870,1,proteinases,gngm,526,537,1000,4,4,C0030940,1,ab,"The proteinases of both kidney and small       intestine showed maximal activity between pH 8.0 and 8.5, and were strongly       inhibited by EDTA, o-phenanthroline, p-chloromercuriphenyl sulfonate,       dithiothreitol, and chymostatin.",y
P4213,199433,INHIBITS,VERB,927,936,Betaine,orch,887,894,1000,2,2,C0005304,1,ethanolamine kinase,gngm,274,293,1000,1,4,C0059697,1,ab,Betaine and choline phosphate partially inhibited       both kinases with a 93% inhibition of the ethanolamine kinase by 5 mM choline       phosphate.,y
P4214,3426728,INTERACTS_WITH,NOM,227,234,testosterone,horm,300,312,1000,4,13,C0039601,1,ethanol,orch,238,245,1000,1,13,C0001962,1,ab,"The effects of ethanol, 0.3 g/kg body weight, on the concentrations of       testosterone, androsterone, estradiol and estrone in unconjugated as well as       conjugated forms in plasma of men were analyzed by gas chromatography-mass       spectrometry using labelled internal standards.",y
P4215,11012890,INTERACTS_WITH,NOM,455,465,fibromodulin,aapp,410,422,1000,1,6,C0060375,1,transforming growth factor-beta,aapp,475,506,928,1,4,C0040690,1,ab,"BACKGROUND: Among the members of the small leucine-rich proteoglycan family,       decorin, biglycan, and fibromodulin have been proposed to be potent modulators of       transforming growth factor-beta (TGF-beta) activity, thereby playing an important       role in the pathogenesis of fibrotic kidney diseases.",y
P4216,2217134,INTERACTS_WITH,VERB,339,348,chymosin,aapp,281,289,901,3,3,C0035100,1,aspartates,aapp,365,375,884,1,6,C0085845,1,ab,The aspartic proteinase chymosin exhibits a local network of hydrogen bonds       involving the active site aspartates and surrounding residues which may have an       influence on the rate and optimal pH of substrate cleavage.,n
P4217,9196552,INHIBITS,VERB,1687,1694,DuP753,orch,1633,1639,1000,3,4,C0700620,1,water,inch,1699,1704,1000,1,5,C0043047,1,ab,"These results indicate that both DuP753 and PD123329, administered       into the PVN, blocked the water and sodium intake induced by administration of       ANG II into the same site.",y
P4218,2671666,INHIBITS,VERB,2135,2145,chymosin,aapp,2126,2134,1000,1,4,C0035100,1,peptides,aapp,2146,2154,1000,1,6,C0030956,1,ab,"Furthermore bitter       peptides, emulsifying peptides, calcium absorption enhancing peptides,       chymosin-inhibiting peptides, have also been described and several further       properties have been attributed to the kappa-caseinoglycopeptide; two       tetrasaccharides isolated from the latter possess blood group activities.",n
P4219,9109682,INTERACTS_WITH,NOM,2382,2386,Ile,aapp,2440,2443,827,2,8,C0022192,1,prothrombin,aapp,2447,2458,1000,3,8,C0033706,1,ab,This observation       is consistent with our hypothesis that membrane binding plays an essential role       in the sequential alignment of the bond Arg323-Ile in prothrombin and Arg274-Thr       in meizothrombin with the active site of the membrane-bound prothrombinase in the       two-step thrombin-generating process.,y
P4220,7080995,STIMULATES,ADJ,638,645,immunoglobulins,aapp,705,720,861,1,11,C0021027,1,IgA,gngm,677,680,1000,2,5,973,1,ab,"The response of the       immune system to two years of immunotherapy was studied by serial determinations,       every six months, of the following parameters: E; Ea and EAC rosettes; B-cell       surface immunoglobulins; PHA-induced blast transformation, and IgG, IgA, IGM, IgD       and IgE immunoglobulins.",n
P4221,14031420,INTERACTS_WITH,NOM,147,154,inorganic phosphate,inch,264,283,1000,5,8,C0031603,1,reserpine,orch,158,167,1000,1,8,C0035179,1,ti,"The effects of reserpine and some related compounds upon the levels of adenine       nucleotides, creatine phosphate and inorganic phosphate in the rat brain in vivo.",y
P4222,7563080,STIMULATES,ADJ,412,421,arginine,aapp,463,471,1000,1,3,C0003765,1,Ornithine decarboxylase,gngm,291,314,1000,4,4,C0029282,1,ab,"Ornithine decarboxylase from Lactobacillus 30a (L30a OrnDC) is representative of       the large, pyridoxal-5'-phosphate-dependent decarboxylases that act on lysine,       arginine or ornithine.",n
P4223,7915296,STIMULATES,VERB,1009,1015,monoclonal antibody,aapp,977,996,901,1,8,C0003250,1,Ig,gngm,1016,1018,888,1,1,C0021027,1,ab,"We extend       these findings for pentyldNM and observed that glucosidase inhibitors, Cas and       pentyldNM were effective in inhibiting CD2 and CD3 monoclonal antibody (mAb)       driven Ig production.",y
P4224,1409387,INTERACTS_WITH,INFER,725,742,amino acids,aapp,832,843,1000,0,0,C0002520,1,Polypeptide,aapp,725,736,888,0,0,C1305923,1,ab,Polypeptide drugs are hydrolyzed by brush border membrane       proteolytic enzymes to di-/tripeptides and amino acids.,n
P4225,11478904,INTERACTS_WITH,VERB,935,944,nitric oxide synthase,aapp,948,969,1000,1,9,C0132555,1,arginine,aapp,886,894,827,3,7,C0003765,1,ab,"We demonstrate the competitive inhibition of the       mitochondrial human type II arginase by N(omega)-hydroxy-L-arginine, the       intermediate in the reaction catalyzed by nitric oxide synthase, and its analogue       N(omega)-hydroxy-nor-L-arginine, with K(i) values of 1.6 microM and 51 nM at pH       7.5, respectively.",y
P4226,2953627,INTERACTS_WITH,NOM,314,320,nicotinamide,orch,249,261,1000,1,2,C0028027,1,hypoglycemic,phsu,295,307,790,0,2,C0020616,1,ab,"Administration of nicotinamide (NA) is followed by a pronounced hypoglycemic       effect with a simultaneous decrease of glucose content in the lens, sciatic nerve       and aorta at manifest streptozotocin-induced diabetes and also by a complete       normalization of parameters of the intraperitoneal glucose-tolerance test in rats       with a ""diabetic"" type of glucose tolerance.",n
P4227,1283112,INTERACTS_WITH,NOM,566,577,antioxidant,phsu,341,352,851,4,7,C0003402,1,bleomycin,aapp,596,605,1000,2,5,C0005740,1,ab,"The activity of the antioxidant enzymes catalase (CAT), peroxidases (POD), and       superoxide dismutases (SOD) in whole blood and different blood fractions was       analyzed in 20 normal human beings and correlated with the chromosomal       sensitivity of lymphocytes to bleomycin (BLM) (measured as frequency of dicentric       chromosomes per BLM dose).",y
