,id,sentence1,sentence2,label,split
2873,P5973,"effects of anabolic steroid, methandienone, on carbohydrate metabolism in man.",methandienone interacts with anabolic steroid,0,train
2914,P6014,beta-glucuronidase in the metabolic conjugation of estrogenic hormones.,beta-glucuronidase interacts with estrogenic,1,train
946,P4046,"2) glucagon was shown to stimulate c-amp and decreased total serum bile acid, and especially serum gcdca and tcdca values.",glucagon stimulates c-amp,1,train
1328,P4428,these differences include a larger proportion of receptors being phosphorylated on the three tyrosines from the kinase domain and no apparent phosphorylation of the two tyrosines close to the c-terminus after insulin stimulation.,receptors interacts with tyrosines,1,train
1741,P4841,"the accumulation of beta-catenin activates genes that are responsive to transcription factors of the tcf/lef family, with which beta-catenin interacts.",beta-catenin stimulates genes,1,train
869,P3969,"modulation of plasminogen activators and plasminogen activator inhibitors by tgf-beta, il-1 alpha and egf in fetal rat calvaria cells at different times of culture.",tgf-beta interacts with plasminogen activator inhibitors,1,train
1955,P5055,comparative abilities of thyroxine and triiodothyronine as inhibitors of pituitary thyrotropin secretion in cattle.,triiodothyronine inhibits thyrotropin,1,train
1414,P4514,it is proposed in addition that lsd activates and bol blocks 5-ht receptors that control dopa formation.,lsd inhibits 5-ht receptors,0,train
2684,P5784,[effect of cortisone and acth in experimental hemolytic anemia due to immune serum].,cortisone interacts with immune serum,1,train
822,P3922,"the transporter encoded by gat-1 has a high affinity for gaba, is sodium-and chloride-dependent, and is pharmacologically similar to neuronal gaba transporters.",chloride stimulates transporters,0,train
460,P3560,atriopeptin stimulates chloride secretion in cultured shark rectal gland cells.,atriopeptin stimulates chloride,1,train
707,P3807,reduced sensitivity to the effects of clonidine on ethanol-stimulated locomotor activity in adult mouse offspring prenatally exposed to ethanol.,clonidine stimulates ethanol,0,train
2895,P5995,effect upon the analgesic action of reserpine of central nervous system stimulants and drugs affecting the metabolism of catechol- and indole-amines.,drugs interacts with catechol,1,train
2208,P5308,inhibition of carbonic anhydrase by sulphonamides.,sulphonamides inhibits carbonic anhydrase,1,train
2668,P5768,reduced sedative effect of a newly synthesized reserpine derivative (syrosingopine): clinical appraisal in primary hypertension.,sedative interacts with reserpine,0,train
1248,P4348,"liarozole (a novel imidazole-derived inhibitor of intracellular ra catabolism) had a modest effect upon cell growth, this drug significantly amplified the pro-apoptotic actions of beta-carotene and ra.",ra stimulates beta-carotene,0,train
135,P3235,a conceptual model of the molecular mechanisms by which igfbps act to determine the specific physiological outcomes of igf stimulation is proposed and discussed.,igfbps stimulates igf,0,train
2693,P5793,"impressions of the possible effects of a new tranquilizer, hydroxyphenamate.",hydroxyphenamate interacts with tranquilizer,0,train
921,P4021,"equilibrium 15n isotope effects are 1.016 for the deprotonation of phenylalanine or its cyclohexadienyl analogue, 1.0192 for deprotonation of nh4+, 1.0163 for the conversion of the monoanion of phenylalanine to nh3, and 1.0138 for the conversion of the monoanion of aspartate to nh4+.",phenylalanine interacts with aspartate,0,train
1407,P4507,"collectively, these data indicate that il-1 and tnf activate multiple protein kinases viz. a kinase(s) which activates microtubule-associated protein 2 (map-2) kinase, a kinase that phosphorylates the cap-binding protein, and a possibly novel serine/threonine protein kinase.",tnf stimulates protein kinases,1,train
367,P3467,"the dopamine receptor antagonists pimozide, chlorpromazine, haloperidol and droperidol as well as skf 38393 all effectively inhibited dopamine-induced amylase secretion without affecting the enzyme release caused by noradrenaline.",skf 38393 inhibits amylase,1,train
1172,P4272,"the increase in cyclooxygenase activity was abolished by pargyline or by catalase, independently of the activator system used.",catalase inhibits cyclooxygenase,1,train
48,P3148,"this potentiating effect of glutamate appears to be mediated specifically through nmda receptor as it can be mimicked by nmda but not by kainic acid or quisqualic acid, and blocked by the nmda receptor antagonist 2-amino-5-phosphonovalerate (apv), but not by 6-cyano-7-nitroquinoxaline-2,3-dione (cnqx), a non-nmda glutamate receptor antagonist.",quisqualic acid interacts with glutamate,0,train
525,P3625,"the plasma membrane bound enzyme, gamma-glutamyl transpeptidase (ggt), catalyzes the first step in the degradation of extracellular glutathione, the components of which are then used for de novo glutathione synthesis.",gamma-glutamyl transpeptidase interacts with glutathione,1,train
538,P3638,"binding of the retinoids, all-trans-retinol, all-trans-retinal, all-trans-retinyl acetate, and all-trans-retinoic acid, to beta-lactoglobulin (lg) (96% purity) that had been prepared by bioselective adsorption on n-retinyl-celite was determined from changes in the fluorescence quenching (332 nm) of the protein tryptophanyl residues.",retinol interacts with beta-lactoglobulin,1,train
1784,P4884,"currents induced by loreclezole, like those evoked by propofol, were potentiated by diazepam in a flumazenil-sensitive manner and blocked by either bicuculline or picrotoxin.",loreclezole interacts with bicuculline,1,train
397,P3497,colicin v susceptibility did not correlate with hlf binding in either categories.,colicin v interacts with hlf,0,train
1572,P4672,"since ef-1 gamma participates in the regulation of a gtp-binding protein (ef-1 alpha), double mutants with cam1 disruptions and various mutant alleles of known gtp-binding proteins were constructed and examined.",ef-1 gamma interacts with gtp-binding protein,1,train
740,P3840,"to study the effects of clonidine on growth and plasma somatomedin c (smc) levels, 42 male wistar rats aged 28 days and weighing 75 to 105 g were given clonidine (1.5 micrograms/ml in drinking water), or filtered water alone and were weighed weekly.",water interacts with clonidine,0,train
1488,P4588,"cu-pyruvaldehyde-bis(n4-methylthiosemicarbazone) (cu-ptsm), a metal complex with selective nadh-dependent reduction by complex i in brain mitochondria: a potential radiopharmaceutical for mitochondria-functional imaging with positron emission tomography (pet).",bis stimulates radiopharmaceutical,0,train
134,P3234,"these data suggest that in the presence of a strong thermal stimulus, the behavioral response is subject to a tonically active or stimulus-evoked modulation by the local release in the pag, vm and am of an agent, presumably an enkephalin peptide, the degradation of which is altered by enkephalinase inhibition.",enkephalin inhibits enkephalinase,0,train
738,P3838,quercetin is a dietary antioxidant that prevents oxidation of low-density lipoproteins in vitro.,quercetin interacts with low-density lipoproteins,1,train
1573,P4673,"in the livers of hypophysectomized/adrenalectomized rats, growth hormone increases the activity of both rna polymerase enzymes and the chromatin template capacity within 1h after treatment.",growth hormone stimulates chromatin,1,train
568,P3668,"considerable evidence indicates that the renal na+,k+-atpase is regulated through phosphorylation/dephosphorylation reactions by kinases and phosphatases stimulated by hormones and second messengers.",hormones stimulates phosphatases,1,train
1100,P4200,"effect of methionine, norleucine, and lysine derivatives on cephalosporin c formation in chemically defined media.",methionine interacts with cephalosporin c,1,train
330,P3430,"we used y(1)r/lacz transgenic mice to investigate the interaction between npy, gaba and y(1) receptors in the amygdala.",gaba interacts with npy,1,train
598,P3698,alcohol modulation of cloned gabaa receptor-channel complex expressed in human kidney cell lines.,alcohol interacts with receptor,0,train
1441,P4541,effect of the tricyclic antidepressant desipramine on beta-adrenergic receptors in cultured rat glioma c6 cells.,desipramine interacts with beta-adrenergic receptors,1,train
13,P3113,inhibition of tbps binding to cortical membranes measured under nonequilibrium conditions yielded a dynamic biphasic inhibition curve that was similarly shaped for gaba and taurine.,gaba interacts with tbps,1,train
2337,P5437,the cytotoxic and cytostatic effect of actinomycins c and k on glia-like tumors growing in vitro.,cytostatic interacts with actinomycins c,0,train
299,P3399,"effects of transforming growth factor beta (tgf beta) and 1,25 dihydroxyvitamin d3 on the function, cytochemistry and morphology of normal human osteoblast-like cells.",dihydroxyvitamin d3 interacts with transforming growth factor beta,0,train
2642,P5742,"yeast cells, candida utilis, in water suspension and in the absence of electrolytes were found to be very sensitive to several proteins of moderate size, including ribonuclease, protamine, lysozyme, bovine serum albumin, cytochrome c, and myoglobin.",electrolytes interacts with bovine serum albumin,0,train
1055,P4155,"we conclude that hepatocytes cultured on matrigel, as opposed to the standard collagen, exhibit remarkably enhanced expression of many liver-specific functions.",matrigel inhibits collagen,0,train
125,P3225,regulation of expression of transforming growth factor-beta 2 by transforming growth factor-beta isoforms is dependent upon cell type.,transforming growth factor-beta interacts with transforming growth factor-beta 2,1,train
1798,P4898,"the il-8r on n-b cells can be down-regulated by ifn-gamma, il-2, and tnf-alpha (selectively on il-8ra), and up-regulated by il-4 and il-13, whereas il-10 has no influence.",il-13 stimulates tnf-alpha,0,train
2378,P5478,"modification of the anticholinesterase action of 0,0-diethyl 0-(4-methylthio-m-tolyl) phosphorothioate (dmp) by drugs affecting hepatic microsomal enzymes.",drugs interacts with microsomal enzymes,1,train
2047,P5147,acute effects of angiotensin-ii-amide on aldosterone and corticosterone secretion by morphine-pentobarbital treated rats.,angiotensin-ii-amide interacts with aldosterone,1,train
1919,P5019,"thus, although phosphatidylinositol 3'-kinase and p70s6k are necessary for insulin-mediated transcriptional inhibition of the igfbp-1 gene, a signaling pathway, independent of phosphatidyloinositol 3'-kinase and p70s6k, is activated by bpv(phen) and mediates igfbp-1 as well as igfbp-4 mrna inhibition.",p70s6k inhibits gene,0,train
2137,P5237,in vitro regulation of human placental aspartate aminotransferase by sulfate esters of estrogens.,esters interacts with aspartate aminotransferase,1,train
665,P3765,"the data reveal that carnitine is the primary substrate for the vesicle acetyltransferase enzyme(s), whereas choline appears to be a minor substrate.",carnitine interacts with acetyltransferase,1,train
2506,P5606,inhibition of erythropoietic effects of hormones by erythropoietin antisera in mildly plethoric mice.,antisera inhibits hormones,1,train
66,P3166,effects of 3-acetylpyridine on the levels of several amino acids in different cns regions of the rat.,amino acids interacts with 3-acetylpyridine,1,train
2491,P5591,inactivation of protein in poliovirus by nitrous acid.,nitrous acid inhibits protein,1,train
876,P3976,"the results indicate that chip28 transports water selectively, that chip28 monomers are assembled in membranes as tetramers, but that individual monomers function independently.",chip28 interacts with water,1,train
2331,P5431,studies on the action of hageman factor: evidence that activated hageman factor in turn activates plasma thromboplastin antecedent.,hageman factor stimulates plasma thromboplastin antecedent,1,train
1142,P4242,"caffeine did not, however, inhibit [ca2+]i responses evoked by direct activation of g proteins with 40 mm f-.",caffeine stimulates g proteins,0,train
72,P3172,need for inorganic phosphate in oxidations stimulated by dinitrophenol.,dinitrophenol stimulates inorganic phosphate,0,train
2956,P6056,"the synthesis of histones is also inhibited by puromycin, but the uptake of several amino acids into the lysine-rich histone fraction seems less sensitive to puromycin inhibition than is uptake into the arginine-rich histones or other proteins of the nucleus.",histones inhibits puromycin,0,train
136,P3236,regulation of 25-hydroxycholecalciferol metabolism by inorganic phosphate.,inorganic phosphate interacts with 25-hydroxycholecalciferol,1,train
2127,P5227,the effect of sea water on cytochrome oxidase and oxidative phosphorylation.,sea water interacts with cytochrome oxidase,1,train
306,P3406,"the neurotoxic amino acid, beta-n-oxalyl-l-alpha,beta-diaminopropionic acid (beta-odap,odap) was oxidized by immobilized glutamate oxidase (glod) to produce hydrogen peroxide.","oxidase interacts with beta-n-oxalyl-l-alpha,beta-diaminopropionic acid",1,train
2516,P5616,"[study of the concentration and flow of hydrochloric acid in human gastric secretion, during basal secretion, stimulated by caffeine and maximal histamine].",histamine stimulates hydrochloric acid,1,train
1977,P5077,the changes in the state of rat liver chromatin under hydrocortisone induction.,chromatin stimulates hydrocortisone,1,train
845,P3945,post-learning ethanol effects on a water-finding task in rats.,ethanol interacts with water,0,train
2336,P5436,[clinical experiences with the muscle relaxant effect of adrenoxyl (monosemicarbazone derivative of adrenochrome)].,muscle relaxant interacts with adrenoxyl,0,train
2606,P5706,"differential effect of neuraminidase on the mg2+-atpase, na+-k4-mg2+-atpase and 5'-nucleotidase of isolated plasma membranes.",neuraminidase interacts with mg2+-atpase,1,train
842,P3942,"induction of proliferin by the tumour promoters butylated hydroxytoluene or tpa was efficiently inhibited at certain concentrations of catalase and superoxide dismutase, but retinoic acid had no effect.",butylated hydroxytoluene inhibits superoxide dismutase,0,train
2970,P6070,adenosine triphosphate and pyrophosphate prevent the loss of ca(//)-activated adenosine triphosphatase activity caused by high concentrations of mercurial sulfhydryl reagent.,pyrophosphate stimulates sulfhydryl reagent,0,train
895,P3995,"furthermore, il-2 significantly inhibited the conversion of 20-oh-cholesterol, 22-oh-cholesterol, pregnenolone, progesterone, 17 alpha-hydroxypregnenolone, and 17 alpha-hydroxyprogesterone to testosterone but did not alter the conversion of dehydroepiandrosterone and androstenedione to testosterone.",pregnenolone interacts with testosterone,0,train
812,P3912,"in our experiments, silybin at lower dose (65 mg/kg) decreased liver lipoperoxide content and microsomal lipoperoxidation to 84.6% and 68.55% of those of the scalded control rats respectively, and prevented the decrease of liver microsomal cytochrome p-450 content and p-nitroanisole-o-demethylase activity 24 h post-scalding.",silybin inhibits cytochrome p-450,0,train
1462,P4562,"two tricyclic ads, desipramine and amitriptyline, also stimulated plc activity, while li+ or pargyline had no effect on plc activity.",tricyclic ads stimulates amitriptyline,0,train
0,P3100,"nor did administration of sa, diflunisal or asa itself impair the anti-aggregatory effect of a fresh test dose of asa.",sa interacts with asa,0,train
886,P3986,in one subject the half-life of 5-hydroxytryptophan in plasma increased to 5.5 hrs. during long-term treatment with carbidopa.,5-hydroxytryptophan stimulates hrs,0,train
2902,P6002,the effect of puromycin on insulin and growth-hormone actions in the rat epididymal fat pad.,puromycin interacts with insulin,1,train
1655,P4755,"the effects of lorcainide on the myocardial mg2(+)-dependent, na+ and k(+)-activated adenosine triphosphatase (na+, k(+)-atpase) were compared in guinea-pig heart preparations with those of ouabain, a specific inhibitor of the enzyme activity.",lorcainide interacts with adenosine triphosphatase,1,train
1464,P4564,"this new intermediate ecv, which showed little clotting activity but a strong alpha-n-tosyl-l-arginine methyl ester (tame)-esterolytic activity and which bound with hirudin or antithrombin iii, consisted of two polypeptide chains with molecular weights of 35,000 of 27,000 daltons.",arginine methyl ester interacts with hirudin,0,train
616,P3716,there was no difference in peroxidase affinity for iodide in the oxidation reaction but a significantly reduced ability to iodinate in vitro thyroglobulin and free tyrosine.,iodide inhibits tyrosine,0,train
856,P3956,"this provides no support for the claim that a significant percentage of oral contraceptive users develop a special igg, precipitable at 25% ammonium sulfate saturation and showing high binding affinity to ethinyl estradiol, which may be causally linked to the development of thrombotic phenomena in oral contraceptive users.",igg interacts with ethinyl estradiol,1,train
1173,P4273,"cis isomers inhibited aggregation in response to 2 microgram/ml or 5 microgram/ml collagen and 0.1 u/ml of thrombin with almost equal effectiveness, with the exception of the 9- and 11-isomers which gave reduced inhibition of aggregation with thrombin and collagen stimulation respectively.",collagen inhibits thrombin,0,train
1716,P4816,"expression studies show that dad declines dramatically upon flower anthesis disappearing in senescent petals, and is down-regulated by the plant hormone ethylene.",ethylene inhibits dad,1,train
2349,P5449,studies on the antimalarial effects of cycloguanil pamoate (ci-501) in man.,antimalarial interacts with cycloguanil pamoate,0,train
280,P3380,"the properties of the reaction of fluorescamine with proteins are the basis for the development of a sensitive, general and simple method for the assay of proteolytic activities.",proteins interacts with proteolytic,0,train
401,P3501,"tyrosine aminotransferase and phenylalanine hydroxylase of liver tissue, which are involved in regulation of tyrosine content in the body, appear to maintain the coll homeostasis under conditions of external high temperature.",tyrosine aminotransferase interacts with tyrosine,1,train
522,P3622,ang ii effects were at least partially mediated by autocrine production of active tgf-beta in that 1) treatment with ang ii increased tgf-beta activity in conditioned media and 2) tgf-beta neutralizing antibody inhibited ang ii-induced increases in dna synthesis.,ang ii stimulates tgf-beta,0,train
2162,P5262,effect of drugs which interfere with binding to serum proteins.,drugs interacts with serum proteins,1,train
409,P3509,exposure to glutamate shifted the calcium activation curve of the smaller form to the left suggesting a novel mechanism of regulation of pla2.,glutamate interacts with pla2,1,train
1301,P4401,"the results indicate that phosphoglycerate kinase belongs to the same class of enzymes as creatine kinase, adenylate kinase, formyltetrahydrofolate synthetase, and arginine kinase, with maximal binding of metal ion to tne enzyme in the presence of the nucleotide substrate.",formyltetrahydrofolate synthetase interacts with nucleotide,0,train
1132,P4232,"phosphate-activated glutaminase (pag), which catalyses conversion of glutamine to glutamate, is a potential marker for glutamatergic, and possibly gaba, neurons in the central nervous system.",glutamine interacts with glutamate,0,train
2968,P6068,the effect of specific antibody on the fate of i 131 trace labeled human serum albumin in vitro in the presence of guinea pig monocytes.,human serum albumin interacts with specific antibody,1,train
682,P3782,"substance p and a scrambled sequence of the 25-35 fragment were without any effect per se, but substance p blocked the stimulatory effect of fragment 25-35 on glutamate and aspartate release.",substance p interacts with aspartate,1,train
1136,P4236,"the coaggregation was completely inhibited by l-arginine, n alpha-p-tosyl-l-lysine chloromethyl ketone (tlck), and a trypsin inhibitor, and weakly inhibited by l-lysine, n-ethylmaleimide, lysozyme, and human whole saliva.",l-lysine inhibits tlck,0,train
620,P3720,melatonin at physiological concentrations fails to induce production of ifn or tnf by pbmc in culture but causes a dose-related inhibition of production of both cytokines if the pbmc are stimulated with phytohaemagglutinin.,melatonin stimulates tnf,0,train
1186,P4286,"the membrane-associated and cytosol forms of nt endopeptidase activities, monitored for both nt-(1-10) and nt-(1-8) products, were compared in their responses to 1,10-phenanthroline, edta, dithiothreitol (dtt) and some synthetic site-directed inhibitors of endopeptidase-24.15 or peptidyl dipeptidase a.",edta inhibits endopeptidase-24.15,0,train
452,P3552,"from ricin bound to the galactomannan guar gum in a column, the nonbinding toxic a chain could be eluted by reduction with 2-mercaptoethanol and later the b chain by lactose.",ricin interacts with guar gum,1,train
1466,P4566,"interaction between gastrin-17 and oxytocin on plasma levels of insulin, glucagon and glucose in conscious dogs.",glucagon interacts with gastrin-17,1,train
1426,P4526,"in contrast, the effects of ampa and kainate were potentiated by concanavalin a.",concanavalin a stimulates kainate,1,train
1845,P4945,"these results also indicate that gaba(a) receptor which is structurally coupled with benzodiazepine receptor and c1 channel is readily purified by the use of this benzodiazepine affinity gel, whereas gaba(b) receptor which is not associated with both components is recovered in its run-through fraction, respectively.",receptor interacts with benzodiazepine,0,train
121,P3221,"as previously, melatonin (10-8 m) significantly suppressed lh and fsh release by all concentrations of lhrh.",melatonin inhibits lh,1,train
2476,P5576,local anesthetics with enhanced affinity for proteins.,local anesthetics interacts with proteins,1,train
838,P3938,"igf-1 caused a gradual increase of progesterone even beyond the time of peptide perfusion, whereas igf-2 and insulin stimulated progesterone release only during the peptide perfusion.",igf-2 stimulates progesterone,1,train
677,P3777,"there was a nonspecific binding of antisera against lysozyme, human chorionic gonadotropin and alpha 1-trypsin in normal and tumor cells.",trypsin interacts with antisera,1,train
1266,P4366,effects of pentylenetetrazol on gaba-a/benzodiazepine/picrotoxinin receptor complexes in rat brain regions.,pentylenetetrazol interacts with gaba,1,train
1289,P4389,the effect of hydrocortisone on immunoglobulin metabolism.,hydrocortisone interacts with immunoglobulin,1,train
1711,P4811,"the cell-to-cell aggregation activity and the expressions of e-cadherin, and alpha- and beta-catenin mrnas in ishikawa cells of well-differentiated endometrial cancer were significantly suppressed by estrogen.",estrogen inhibits beta-catenin,1,train
2164,P5264,effects of steroid hormones on drug-metabolizing enzyme systems in liver microsomes.,steroid hormones interacts with drug-,1,train
708,P3808,"stepwise multiple linear regression analysis, including age and blood chemistry values such as hematocrit, bilirubin, cholesterol, triglycerides, creatinine, bun, albumin and alpha 1-acid glycoprotein as independent variables, identified age as the variable explaining most of the variability in plasma binding of salicylic acid, phenytoin and desipramine.",albumin interacts with salicylic acid,0,train
450,P3550,"proteolysis induced by additions of plasminogen alone, or of plasminogen plus urokinase, was closer to that observed for the native milk proteinase, and must be recommended for future work in which it is desired to enhance the level of proteinase without altering breakdown patterns, unless a very pure bovine plasmin is available.",plasminogen stimulates proteinase,0,train
2136,P5236,the effects of salicylate on the metabolism of acetate in the rat.,acetate interacts with salicylate,1,train
691,P3791,"endotracheal bleomycin increased collagen content, decreased lung volume, and produced fibrosis and a mortality rate of 51%.",bleomycin stimulates collagen,1,train
624,P3724,"in 1h spectra acquired during the same time interval, the resonances of glutamate and glutamine decreased in intensity while a progressive increase in aspartate was observed.",glutamine stimulates aspartate,0,train
2237,P5337,synthesis of peptide analogs of the n-terminal eicosapeptide sequence of ribonuclease a.,ribonuclease interacts with peptide analogs,0,train
1095,P4195,"vanadate-dependent oxidation of either pyridine nucleotide was inhibited by the addition of either superoxide dismutase or catalase, indicating that both superoxide and hydrogen peroxide may be intermediates in the process.",superoxide dismutase interacts with pyridine nucleotide,1,train
2168,P5268,"the evaluation of dl-3'-iodothyronine and dl-3',5'-diiodothyronine as thyroxine antagonists in the rat.",diiodothyronine inhibits thyroxine,1,train
2949,P6049,these experiments support the conclusion that cyclic adenosine monophosphate mediates the action of parathyroid hormone on the kidney and show that parathyroid hormone and vasopressin stimulate adenyl cyclase at anatomically separable areas within the kidney.,parathyroid hormone stimulates adenyl cyclase,1,train
1058,P4158,specific binding of 125i-labelled igf-i to rabbit adipocyte precursor cells was more effectively inhibited by unlabelled igf-i than by unlabelled igf-ii or insulin.,igf-ii interacts with igf-i,1,train
1218,P4318,we now present evidence that the toxic action of glutamate may correspond to programmed cell death because it is blocked by either actinomycin d or cycloheximide.,actinomycin d inhibits glutamate,1,train
1226,P4326,"g protein gamma-subunits are isoprenylated and carboxyl-methylated at the c-terminal cysteine, which is indispensable for the function of photoreceptor g protein transducin (t alpha beta gamma).",g protein gamma-subunits interacts with cysteine,1,train
2177,P5277,the effect of corticotropin on the formation of corticosteroids in vitro.,corticosteroids interacts with corticotropin,1,train
2783,P5883,"the effect of oral administration of calcium fructose diphosphate on the serum organic phosphate, inorganic phosphate, calcium, protein, and citric acid levels.",calcium fructose diphosphate interacts with protein,1,train
2996,P6096,growth on benzyl alcohol or benzaldehyde induces benzyl alcohol dehydrogenase and the heat-labile benzaldehyde dehydrogenase.,benzyl alcohol stimulates benzyl alcohol dehydrogenase,1,train
1290,P4390,these results suggest that the regional differences in the activities of key brush-border membrane peptidases will affect site-dependent stability of peptide drugs.,peptidases stimulates drugs,0,train
2395,P5495,[female milk gland differentiation and development in male rats following inhibition of fetal androgens by a testosterone antagonist].,androgens inhibits testosterone,0,train
1833,P4933,"however, in the presence of anti-cd40 monoclonal antibody (mab), gh or igf-i induced ige and igg4 production by these cells.",gh stimulates ige,1,train
100,P3200,"we have examined the contributions of interleukin 4 (il-4), il-5, and other stimuli to the expression of immunoglobulin g1 (igg1) and ige in murine b lymphoblasts activated with anti-ig.",ig stimulates ige,0,train
844,P3944,investigations on cyteine and methionine requiring mutants revealed independent regulation of o-acetylserine sulfhydrylase by endogeneous cysteine and methionine pools.,cysteine interacts with o-acetylserine sulfhydrylase,1,train
1842,P4942,"except for the key region on the t strand at the start site, the promoter dna of both rpo1 and rpo2 is continuously protected from dnase i and hydroxyl radical (ho.)",rpo2 interacts with dnase i,0,train
2589,P5689,the effect of infusions of human serum albumin on the proteins in the blood serum of patients with pemphigus vulgaris.,human serum albumin interacts with proteins,1,train
1542,P4642,"glucocorticoid-induced transcription mediated by the angiotensinogen gene enhancer is, furthermore, dependent on the occupancy of the apre by either the bpi or a member of the bpc family because a mutant apre that binds neither bpi nor bpc exhibits an attenuated glucocorticoid responsiveness.",angiotensinogen interacts with bpi,0,train
2660,P5760,"effects of corticotropin and various convulsion-inducing agents on the p32 content of brain phospholipids, nucleoproteins and total acid-soluble phosphorus compounds.",nucleoproteins interacts with corticotropin,1,train
1537,P4637,this report characterizes the cytochrome p450 isozyme involved in clonazepam metabolism.,cytochrome p450 interacts with clonazepam,1,train
221,P3321,"competitive binding assays were performed on near-confluent satellite cell or myotube cultures in 35 mm diameter wells by adding [125i]igf-i along with increasing concentrations of unlabeled igf-i, igf-ii, or insulin.",igf-i stimulates insulin,0,train
1731,P4831,"in contrast, the constitutively activated alpha-pkc and beta-pkc mutants were equally potent in stimulating a reporter plasmid containing ap-1 recognition sequences.",alpha-pkc interacts with ap-1,0,train
2440,P5540,"the effect of prolonged administration of thyroxine, triiodothyronine, diiodothyronine and their acetic acid analogues and of uniodinated thyronine on corticoid secretion in the rat.",diiodothyronine interacts with corticoid,1,train
763,P3863,"the patient had good renal function, a parathormone independent hyperphosphaturia, normal 25-oh cholecalciferol, increased urinary hydroxyproline, decreased osteocalcin, reduced bone density and a bone biopsy revealing osteomalacia.",cholecalciferol stimulates hydroxyproline,0,train
851,P3951,"the inhibitor of serine-proteinases inhibited trypsin (ki = 5 nm), chymotrypsin (ki = 10 nm) and plasma kallikrein, but not tissue kallikreins.",serine-proteinases inhibits trypsin,0,train
717,P3817,"2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd)-induced changes in activities of nuclear protein kinases and phosphatases affecting dna binding activity of c-myc and ap-1 in the livers of guinea pigs.",phosphatases interacts with ap-1,1,train
635,P3735,this was confirmed in experiments with diethyl maleate which depletes hepatic glutathione without causing cell injury.,diethyl maleate inhibits glutathione,1,train
166,P3266,"furthermore, when relative csf gaba alterations determined after injection of diazepam were compared to those determined in sequential csf aliquots of 10 patients without diazepam injection, mean gaba increases after diazepam were significantly different from controls in all csf fractions.",diazepam stimulates gaba,1,train
1313,P4413,plasma turnover of 57cobalt-vitamin b12 bound to transcobalamin i and ii.,vitamin b12 interacts with transcobalamin,1,train
2180,P5280,role of the pituitary and adrenal glands in the inhibition of hyaluronidase by salicylates in vivo.,salicylates inhibits hyaluronidase,1,train
1118,P4218,"furthermore bitter peptides, emulsifying peptides, calcium absorption enhancing peptides, chymosin-inhibiting peptides, have also been described and several further properties have been attributed to the kappa-caseinoglycopeptide; two tetrasaccharides isolated from the latter possess blood group activities.",chymosin inhibits peptides,0,train
1166,P4266,tgf-beta itself could augment polyclonal iga production in concomitant inhibition of polyclonal igm and igg1 production.,tgf-beta stimulates iga,1,train
996,P4096,the effects on methionine metabolism of the substitution of homocysteine for methionine in vitro were investigated in normal and tumor cell lines differing in their ability to utilize homocysteine for growth.,homocysteine interacts with methionine,1,train
128,P3228,pc biosynthesis was inhibited drastically within 1 h after exposure to etoh which increased intracellular camp appreciably.,etoh stimulates camp,1,train
63,P3163,influence of ovine growth hormone on water and nacl absorption by the rat proximal jejunum and distal ileum.,growth hormone interacts with water,1,train
1920,P5020,there was no consistent activation of isolated hageman factor by immunologic reactants as determined by conversion of prekallikrein to its enzymatic form or by shortening of the clotting time of factor xii-deficient plasma.,hageman factor interacts with prekallikrein,0,train
1417,P4517,"the effects of ptu in the me were reversed after 2 weeks of t4 treatment, whereas 3 weeks of replacement therapy were required to restore gal concentrations in the ap.",gal interacts with ptu,0,train
2024,P5124,"the oxidation of tricarboxylic acid cycle intermediates, the presence of condensing enzyme in extracts of cells capable of oxidizing acetate, and the complete inhibition of acetate oxidation by arsenite and partial inhibition by malonate all indicate that terminal oxidation of acetate by this strain of b. popilliae is via the tricarboxylic acid cycle.",arsenite interacts with acetate,1,train
2643,P5743,"after sympathetic denervation of the gland the secretory response to tyramine and phenylethylamine was absent, the response to dopamine and ephedrine decreased and the response to adrenaline and noradrenaline increased.",dopamine inhibits adrenaline,0,train
695,P3795,experiments with inhibitors suggested that the spontaneous activation of c1s may consist of two phases: factor xii and other plasma proteases first activate small amounts of c1s; the resulting c1 esterase then activates the bulk of c1s.,proteases stimulates c1s,1,train
2980,P6080,derepression of alkaline phosphatase synthesis by chloramphenicol and canavanine inhibition.,chloramphenicol interacts with alkaline phosphatase,1,train
470,P3570,"cyclin e-associated kinase and cyclin-dependent kinase 2 (cdk2) phosphorylation are inhibited on polymerized collagen, and levels of the cdk2 inhibitors p27kip1 and p21cip1/waf1 are increased compared with smcs on monomer collagen.",collagen inhibits cdk2,1,train
98,P3198,"to investigate the molecular mechanism of ligand-independent activation, chicken progesterone receptor mutants in which either one or all four of the previously identified phosphorylation sites have been changed to nonphosphorylatable alanine were analyzed for their ability to be activated by progesterone, 8-bromoadenosine 3':5'-cyclic monophosphate, or a dopamine agonist, skf82958.",progesterone stimulates alanine,0,train
444,P3544,"substitution of leucine or asparagine for gln161 reduced the relative transport activity of glut1 by 50- and 10-fold, respectively, as measured by uptake of 2-deoxyglucose normalized to the plasma membrane content of the mutant transporters.",asparagine inhibits glut1,1,train
2607,P5707,"differential effect of neuraminidase on the mg2+-atpase, na+-k4-mg2+-atpase and 5'-nucleotidase of isolated plasma membranes.",neuraminidase interacts with na+-k4-mg2+-atpase,1,train
